artist_id,work_id,title,file_path,source_name,source_url,license
tallis,1234687,Laudate Dominum,tallis-laudate-dominum.mid,IMSLP / Gervais Frykman (нотный MIDI-рендер),https://imslp.org/wiki/File:PMLP1234687-Tallis_Laudate_Dominum.mxl,CC BY-NC 4.0
